trial_id,selection,technique,no_of_grids,target_no,target_location,time_taken_ms,distance_traveled_px,no_of_attempts,no_of_visited_cells,tot_dist_travelled_left_palm,tot_dist_travelled_right_palm,landmarks_left,landmarks_right
208,dwell,H2S,3,18,"(2,2)",47.919663,0.000000,0,0,0.000000,0.000000,"(0.267915,0.751354),(0.321843,0.727011),(0.366098,0.689346),(0.395844,0.658845),(0.414807,0.647534),(0.324835,0.571148),(0.337760,0.502220),(0.343984,0.458534),(0.347917,0.419094),(0.287510,0.559267),(0.285950,0.481349),(0.286090,0.435376),(0.286052,0.398953),(0.254949,0.566709),(0.240910,0.493765),(0.235271,0.449081),(0.232593,0.411761),(0.224814,0.591672),(0.192213,0.545282),(0.171767,0.516175),(0.154841,0.485230)","(0.267915,0.751354),(0.321843,0.727011),(0.366098,0.689346),(0.395844,0.658845),(0.414807,0.647534),(0.324835,0.571148),(0.337760,0.502220),(0.343984,0.458534),(0.347917,0.419094),(0.287510,0.559267),(0.285950,0.481349),(0.286090,0.435376),(0.286052,0.398953),(0.254949,0.566709),(0.240910,0.493765),(0.235271,0.449081),(0.232593,0.411761),(0.224814,0.591672),(0.192213,0.545282),(0.171767,0.516175),(0.154841,0.485230)"
208,dwell,H2S,3,18,"(2,2)",98.572572,7.280110,0,0,0.000000,4.000000,"(0.268256,0.750923),(0.321792,0.728090),(0.365267,0.690810),(0.394063,0.661059),(0.413941,0.650837),(0.325474,0.571250),(0.338644,0.503012),(0.344669,0.459236),(0.348095,0.419161),(0.287934,0.558769),(0.286696,0.481269),(0.287015,0.435524),(0.286688,0.398737),(0.255280,0.565978),(0.241299,0.493716),(0.235666,0.449330),(0.232727,0.411831),(0.224905,0.590857),(0.192896,0.544913),(0.172412,0.516164),(0.155324,0.485370)","(0.268256,0.750923),(0.321792,0.728090),(0.365267,0.690810),(0.394063,0.661059),(0.413941,0.650837),(0.325474,0.571250),(0.338644,0.503012),(0.344669,0.459236),(0.348095,0.419161),(0.287934,0.558769),(0.286696,0.481269),(0.287015,0.435524),(0.286688,0.398737),(0.255280,0.565978),(0.241299,0.493716),(0.235666,0.449330),(0.232727,0.411831),(0.224905,0.590857),(0.192896,0.544913),(0.172412,0.516164),(0.155324,0.485370)"
208,dwell,H2S,3,18,"(2,2)",148.077900,15.526321,0,0,1.000000,6.236068,"(0.268988,0.750281),(0.321450,0.728586),(0.364070,0.692065),(0.391331,0.663645),(0.411372,0.653710),(0.326068,0.570231),(0.339162,0.502921),(0.345006,0.459658),(0.348290,0.419982),(0.288177,0.557605),(0.287109,0.480873),(0.287527,0.435695),(0.287384,0.399130),(0.255401,0.565234),(0.241471,0.493710),(0.235773,0.449708),(0.232966,0.412235),(0.224797,0.590591),(0.193278,0.545447),(0.172607,0.516678),(0.155486,0.485356)","(0.268988,0.750281),(0.321450,0.728586),(0.364070,0.692065),(0.391331,0.663645),(0.411372,0.653710),(0.326068,0.570231),(0.339162,0.502921),(0.345006,0.459658),(0.348290,0.419982),(0.288177,0.557605),(0.287109,0.480873),(0.287527,0.435695),(0.287384,0.399130),(0.255401,0.565234),(0.241471,0.493710),(0.235773,0.449708),(0.232966,0.412235),(0.224797,0.590591),(0.193278,0.545447),(0.172607,0.516678),(0.155486,0.485356)"
208,dwell,H2S,3,18,"(2,2)",198.272599,21.609084,0,0,2.000000,7.236068,"(0.269546,0.748596),(0.322761,0.729154),(0.366162,0.692630),(0.394920,0.664116),(0.417248,0.653750),(0.326599,0.570467),(0.339827,0.503947),(0.345590,0.460396),(0.348649,0.420487),(0.288410,0.557340),(0.287625,0.481232),(0.288006,0.435906),(0.287673,0.399237),(0.255287,0.564809),(0.241580,0.493648),(0.235878,0.449562),(0.233164,0.412193),(0.224461,0.590133),(0.193124,0.545075),(0.172405,0.516369),(0.155179,0.485640)","(0.269546,0.748596),(0.322761,0.729154),(0.366162,0.692630),(0.394920,0.664116),(0.417248,0.653750),(0.326599,0.570467),(0.339827,0.503947),(0.345590,0.460396),(0.348649,0.420487),(0.288410,0.557340),(0.287625,0.481232),(0.288006,0.435906),(0.287673,0.399237),(0.255287,0.564809),(0.241580,0.493648),(0.235878,0.449562),(0.233164,0.412193),(0.224461,0.590133),(0.193124,0.545075),(0.172405,0.516369),(0.155179,0.485640)"
208,dwell,H2S,3,18,"(2,2)",248.058685,23.023297,0,0,2.000000,8.236068,"(0.269266,0.750215),(0.322546,0.728075),(0.365679,0.690735),(0.394579,0.661441),(0.416307,0.651891),(0.325838,0.570510),(0.339016,0.503042),(0.344706,0.459751),(0.348344,0.420099),(0.287648,0.557714),(0.286421,0.481323),(0.286363,0.435923),(0.286468,0.399778),(0.254798,0.565078),(0.241073,0.493576),(0.235733,0.449678),(0.233642,0.412527),(0.224352,0.590183),(0.192914,0.544844),(0.172432,0.515837),(0.155663,0.484509)","(0.269266,0.750215),(0.322546,0.728075),(0.365679,0.690735),(0.394579,0.661441),(0.416307,0.651891),(0.325838,0.570510),(0.339016,0.503042),(0.344706,0.459751),(0.348344,0.420099),(0.287648,0.557714),(0.286421,0.481323),(0.286363,0.435923),(0.286468,0.399778),(0.254798,0.565078),(0.241073,0.493576),(0.235733,0.449678),(0.233642,0.412527),(0.224352,0.590183),(0.192914,0.544844),(0.172432,0.515837),(0.155663,0.484509)"
208,dwell,H2S,3,18,"(2,2)",301.794245,29.731501,0,0,3.000000,10.236068,"(0.268130,0.749369),(0.321721,0.727849),(0.365670,0.690932),(0.395141,0.661430),(0.417034,0.651391),(0.325412,0.570131),(0.338601,0.502901),(0.344525,0.459714),(0.348314,0.420496),(0.287119,0.556949),(0.286208,0.481095),(0.286506,0.435641),(0.286670,0.399649),(0.253973,0.564453),(0.240198,0.493462),(0.234762,0.449325),(0.232451,0.412382),(0.223242,0.590061),(0.191908,0.544686),(0.171523,0.515600),(0.154777,0.484536)","(0.268130,0.749369),(0.321721,0.727849),(0.365670,0.690932),(0.395141,0.661430),(0.417034,0.651391),(0.325412,0.570131),(0.338601,0.502901),(0.344525,0.459714),(0.348314,0.420496),(0.287119,0.556949),(0.286208,0.481095),(0.286506,0.435641),(0.286670,0.399649),(0.253973,0.564453),(0.240198,0.493462),(0.234762,0.449325),(0.232451,0.412382),(0.223242,0.590061),(0.191908,0.544686),(0.171523,0.515600),(0.154777,0.484536)"
208,dwell,H2S,3,18,"(2,2)",348.020851,38.951046,0,0,4.414214,12.472136,"(0.266472,0.750284),(0.320606,0.727129),(0.364879,0.689823),(0.394175,0.659955),(0.413931,0.649631),(0.323999,0.570296),(0.337092,0.502714),(0.343329,0.459639),(0.347765,0.420395),(0.286052,0.557610),(0.285338,0.481588),(0.285591,0.436093),(0.286023,0.399820),(0.253255,0.565083),(0.239968,0.493932),(0.234750,0.449503),(0.232696,0.412207),(0.223072,0.590421),(0.191804,0.544869),(0.171989,0.515315),(0.155801,0.483868)","(0.266472,0.750284),(0.320606,0.727129),(0.364879,0.689823),(0.394175,0.659955),(0.413931,0.649631),(0.323999,0.570296),(0.337092,0.502714),(0.343329,0.459639),(0.347765,0.420395),(0.286052,0.557610),(0.285338,0.481588),(0.285591,0.436093),(0.286023,0.399820),(0.253255,0.565083),(0.239968,0.493932),(0.234750,0.449503),(0.232696,0.412207),(0.223072,0.590421),(0.191804,0.544869),(0.171989,0.515315),(0.155801,0.483868)"
208,dwell,H2S,3,18,"(2,2)",400.426079,46.761295,0,0,4.414214,16.944272,"(0.265786,0.750122),(0.320308,0.726618),(0.365361,0.689820),(0.394606,0.659278),(0.410579,0.646631),(0.323396,0.570003),(0.335837,0.501325),(0.342298,0.458155),(0.346807,0.419355),(0.285939,0.557855),(0.284981,0.481223),(0.285244,0.435740),(0.285526,0.399473),(0.253230,0.565530),(0.240001,0.493892),(0.234534,0.449243),(0.232150,0.412319),(0.223040,0.591013),(0.191784,0.544767),(0.172063,0.514974),(0.155984,0.483969)","(0.265786,0.750122),(0.320308,0.726618),(0.365361,0.689820),(0.394606,0.659278),(0.410579,0.646631),(0.323396,0.570003),(0.335837,0.501325),(0.342298,0.458155),(0.346807,0.419355),(0.285939,0.557855),(0.284981,0.481223),(0.285244,0.435740),(0.285526,0.399473),(0.253230,0.565530),(0.240001,0.493892),(0.234534,0.449243),(0.232150,0.412319),(0.223040,0.591013),(0.191784,0.544767),(0.172063,0.514974),(0.155984,0.483969)"
208,dwell,H2S,3,18,"(2,2)",449.005047,50.366847,0,0,5.414214,21.067378,"(0.265160,0.750581),(0.319162,0.726150),(0.363120,0.688708),(0.391493,0.657336),(0.408324,0.644527),(0.322419,0.569520),(0.335163,0.500761),(0.342132,0.458001),(0.347118,0.419114),(0.285417,0.557803),(0.284729,0.481067),(0.285252,0.435914),(0.285650,0.399602),(0.252873,0.565494),(0.239601,0.493388),(0.234120,0.448713),(0.231594,0.411407),(0.222781,0.590944),(0.191327,0.544442),(0.171528,0.514366),(0.155172,0.482844)","(0.265160,0.750581),(0.319162,0.726150),(0.363120,0.688708),(0.391493,0.657336),(0.408324,0.644527),(0.322419,0.569520),(0.335163,0.500761),(0.342132,0.458001),(0.347118,0.419114),(0.285417,0.557803),(0.284729,0.481067),(0.285252,0.435914),(0.285650,0.399602),(0.252873,0.565494),(0.239601,0.493388),(0.234120,0.448713),(0.231594,0.411407),(0.222781,0.590944),(0.191327,0.544442),(0.171528,0.514366),(0.155172,0.482844)"
208,dwell,H2S,3,18,"(2,2)",494.300316,53.972398,0,0,6.414214,27.150140,"(0.265198,0.748559),(0.317858,0.725936),(0.361430,0.689427),(0.390454,0.660231),(0.410019,0.649448),(0.321950,0.568904),(0.334558,0.500890),(0.341218,0.457622),(0.345549,0.418265),(0.285189,0.557026),(0.284670,0.480653),(0.285456,0.435554),(0.285825,0.399033),(0.252739,0.564796),(0.239403,0.493060),(0.233926,0.448315),(0.231331,0.410830),(0.222626,0.590557),(0.191374,0.544654),(0.171371,0.514712),(0.154673,0.483270)","(0.265198,0.748559),(0.317858,0.725936),(0.361430,0.689427),(0.390454,0.660231),(0.410019,0.649448),(0.321950,0.568904),(0.334558,0.500890),(0.341218,0.457622),(0.345549,0.418265),(0.285189,0.557026),(0.284670,0.480653),(0.285456,0.435554),(0.285825,0.399033),(0.252739,0.564796),(0.239403,0.493060),(0.233926,0.448315),(0.231331,0.410830),(0.222626,0.590557),(0.191374,0.544654),(0.171371,0.514712),(0.154673,0.483270)"
