trial_id,selection,technique,no_of_grids,target_no,target_location,time_taken_ms,distance_traveled_px,no_of_attempts,no_of_visited_cells,tot_dist_travelled_left_palm,tot_dist_travelled_right_palm,landmarks_left,landmarks_right
135,dwell,S2H_ABS,3,5,"(2,2)",54.842590,0.000000,0,0,0.000000,0.000000,"(0.351308,0.662501),(0.403655,0.644489),(0.456653,0.617296),(0.502059,0.605080),(0.540620,0.620401),(0.422226,0.488169),(0.433822,0.420466),(0.441124,0.377679),(0.448810,0.341127),(0.387080,0.471704),(0.394453,0.397243),(0.401297,0.353280),(0.410518,0.321244),(0.353897,0.474540),(0.352120,0.401438),(0.356482,0.358141),(0.365558,0.323459),(0.321190,0.494746),(0.296736,0.443942),(0.281701,0.411560),(0.272499,0.377210)","(0.351308,0.662501),(0.403655,0.644489),(0.456653,0.617296),(0.502059,0.605080),(0.540620,0.620401),(0.422226,0.488169),(0.433822,0.420466),(0.441124,0.377679),(0.448810,0.341127),(0.387080,0.471704),(0.394453,0.397243),(0.401297,0.353280),(0.410518,0.321244),(0.353897,0.474540),(0.352120,0.401438),(0.356482,0.358141),(0.365558,0.323459),(0.321190,0.494746),(0.296736,0.443942),(0.281701,0.411560),(0.272499,0.377210)"
135,dwell,S2H_ABS,3,5,"(2,2)",99.891576,6.000000,0,0,1.000000,1.000000,"(0.351703,0.663057),(0.403992,0.644873),(0.457032,0.617668),(0.502384,0.605577),(0.540783,0.621520),(0.422634,0.489019),(0.434513,0.421403),(0.441863,0.378582),(0.449515,0.342025),(0.387490,0.472532),(0.395082,0.397777),(0.401950,0.353704),(0.411201,0.321542),(0.354344,0.475204),(0.352792,0.401854),(0.357255,0.358434),(0.366396,0.323712),(0.321710,0.495143),(0.297327,0.444122),(0.282408,0.411367),(0.273312,0.376749)","(0.351703,0.663057),(0.403992,0.644873),(0.457032,0.617668),(0.502384,0.605577),(0.540783,0.621520),(0.422634,0.489019),(0.434513,0.421403),(0.441863,0.378582),(0.449515,0.342025),(0.387490,0.472532),(0.395082,0.397777),(0.401950,0.353704),(0.411201,0.321542),(0.354344,0.475204),(0.352792,0.401854),(0.357255,0.358434),(0.366396,0.323712),(0.321710,0.495143),(0.297327,0.444122),(0.282408,0.411367),(0.273312,0.376749)"
135,dwell,S2H_ABS,3,5,"(2,2)",152.221591,8.000000,0,0,2.000000,1.000000,"(0.351934,0.663165),(0.404373,0.645375),(0.457444,0.618130),(0.502770,0.606040),(0.540954,0.622015),(0.422980,0.489538),(0.434875,0.422124),(0.442286,0.379408),(0.449906,0.342703),(0.387964,0.472833),(0.395478,0.398061),(0.402314,0.354155),(0.411388,0.321915),(0.354962,0.475402),(0.353269,0.402039),(0.357825,0.358813),(0.366928,0.324108),(0.322533,0.495285),(0.297985,0.444364),(0.282958,0.411830),(0.273709,0.377349)","(0.351934,0.663165),(0.404373,0.645375),(0.457444,0.618130),(0.502770,0.606040),(0.540954,0.622015),(0.422980,0.489538),(0.434875,0.422124),(0.442286,0.379408),(0.449906,0.342703),(0.387964,0.472833),(0.395478,0.398061),(0.402314,0.354155),(0.411388,0.321915),(0.354962,0.475402),(0.353269,0.402039),(0.357825,0.358813),(0.366928,0.324108),(0.322533,0.495285),(0.297985,0.444364),(0.282958,0.411830),(0.273709,0.377349)"
135,dwell,S2H_ABS,3,5,"(2,2)",200.176505,12.123106,0,0,2.000000,3.000000,"(0.352830,0.663163),(0.405428,0.645106),(0.458322,0.618084),(0.503325,0.606114),(0.541376,0.622160),(0.423504,0.489483),(0.435569,0.422056),(0.443230,0.379383),(0.451108,0.342804),(0.388320,0.472960),(0.395777,0.398103),(0.402708,0.354248),(0.411992,0.322160),(0.355295,0.475682),(0.353525,0.402302),(0.358145,0.359037),(0.367323,0.324478),(0.322944,0.495603),(0.298456,0.444407),(0.283497,0.411654),(0.274307,0.377097)","(0.352830,0.663163),(0.405428,0.645106),(0.458322,0.618084),(0.503325,0.606114),(0.541376,0.622160),(0.423504,0.489483),(0.435569,0.422056),(0.443230,0.379383),(0.451108,0.342804),(0.388320,0.472960),(0.395777,0.398103),(0.402708,0.354248),(0.411992,0.322160),(0.355295,0.475682),(0.353525,0.402302),(0.358145,0.359037),(0.367323,0.324478),(0.322944,0.495603),(0.298456,0.444407),(0.283497,0.411654),(0.274307,0.377097)"
135,dwell,S2H_ABS,3,5,"(2,2)",252.241473,20.725431,0,0,2.000000,7.123106,"(0.352650,0.663280),(0.405485,0.645334),(0.458687,0.618389),(0.503787,0.606168),(0.541477,0.622192),(0.423839,0.489243),(0.435766,0.421667),(0.443414,0.378924),(0.451252,0.342348),(0.388867,0.472760),(0.396355,0.397716),(0.403313,0.353887),(0.412523,0.321852),(0.356040,0.475349),(0.354372,0.401845),(0.358962,0.358573),(0.368060,0.323946),(0.323744,0.495109),(0.299283,0.443911),(0.284451,0.411084),(0.275339,0.376503)","(0.352650,0.663280),(0.405485,0.645334),(0.458687,0.618389),(0.503787,0.606168),(0.541477,0.622192),(0.423839,0.489243),(0.435766,0.421667),(0.443414,0.378924),(0.451252,0.342348),(0.388867,0.472760),(0.396355,0.397716),(0.403313,0.353887),(0.412523,0.321852),(0.356040,0.475349),(0.354372,0.401845),(0.358962,0.358573),(0.368060,0.323946),(0.323744,0.495109),(0.299283,0.443911),(0.284451,0.411084),(0.275339,0.376503)"
135,dwell,S2H_ABS,3,5,"(2,2)",303.206893,30.624926,0,0,3.000000,10.285383,"(0.353410,0.662353),(0.405997,0.644890),(0.459450,0.618473),(0.504720,0.606843),(0.542591,0.623031),(0.424928,0.490087),(0.436917,0.422643),(0.444551,0.379657),(0.452301,0.342796),(0.390009,0.473522),(0.397629,0.398641),(0.404548,0.354497),(0.413613,0.322039),(0.357105,0.475976),(0.355646,0.402620),(0.360249,0.359155),(0.369248,0.324273),(0.324760,0.495504),(0.300405,0.443930),(0.285552,0.410970),(0.276426,0.376325)","(0.353410,0.662353),(0.405997,0.644890),(0.459450,0.618473),(0.504720,0.606843),(0.542591,0.623031),(0.424928,0.490087),(0.436917,0.422643),(0.444551,0.379657),(0.452301,0.342796),(0.390009,0.473522),(0.397629,0.398641),(0.404548,0.354497),(0.413613,0.322039),(0.357105,0.475976),(0.355646,0.402620),(0.360249,0.359155),(0.369248,0.324273),(0.324760,0.495504),(0.300405,0.443930),(0.285552,0.410970),(0.276426,0.376325)"
135,dwell,S2H_ABS,3,5,"(2,2)",351.724058,39.569198,0,0,4.000000,14.757519,"(0.355377,0.663224),(0.407832,0.645398),(0.461439,0.618882),(0.507002,0.607646),(0.545076,0.624856),(0.426905,0.490766),(0.438579,0.423269),(0.446129,0.380461),(0.453963,0.343945),(0.392037,0.474289),(0.399458,0.399578),(0.406308,0.355487),(0.415411,0.323258),(0.359127,0.476881),(0.357572,0.403446),(0.362126,0.360031),(0.371255,0.325555),(0.326784,0.496735),(0.302198,0.445047),(0.287359,0.411953),(0.278448,0.377526)","(0.355377,0.663224),(0.407832,0.645398),(0.461439,0.618882),(0.507002,0.607646),(0.545076,0.624856),(0.426905,0.490766),(0.438579,0.423269),(0.446129,0.380461),(0.453963,0.343945),(0.392037,0.474289),(0.399458,0.399578),(0.406308,0.355487),(0.415411,0.323258),(0.359127,0.476881),(0.357572,0.403446),(0.362126,0.360031),(0.371255,0.325555),(0.326784,0.496735),(0.302198,0.445047),(0.287359,0.411953),(0.278448,0.377526)"
135,dwell,S2H_ABS,3,5,"(2,2)",399.950042,49.619073,0,0,6.236068,20.757519,"(0.360156,0.667185),(0.412481,0.648863),(0.465667,0.621736),(0.511035,0.610566),(0.549042,0.627968),(0.430906,0.494236),(0.441994,0.426759),(0.449411,0.383397),(0.457563,0.345958),(0.396177,0.477913),(0.402806,0.403309),(0.409225,0.358418),(0.417903,0.325178),(0.363506,0.480756),(0.361612,0.407818),(0.366125,0.363882),(0.375386,0.328732),(0.331510,0.501196),(0.306307,0.450087),(0.291075,0.416447),(0.281825,0.381854)","(0.360156,0.667185),(0.412481,0.648863),(0.465667,0.621736),(0.511035,0.610566),(0.549042,0.627968),(0.430906,0.494236),(0.441994,0.426759),(0.449411,0.383397),(0.457563,0.345958),(0.396177,0.477913),(0.402806,0.403309),(0.409225,0.358418),(0.417903,0.325178),(0.363506,0.480756),(0.361612,0.407818),(0.366125,0.363882),(0.375386,0.328732),(0.331510,0.501196),(0.306307,0.450087),(0.291075,0.416447),(0.281825,0.381854)"
135,dwell,S2H_ABS,3,5,"(2,2)",451.741696,58.163077,0,0,11.892922,29.812904,"(0.366784,0.675217),(0.419702,0.656306),(0.471904,0.628818),(0.517157,0.616126),(0.554999,0.630453),(0.437492,0.501845),(0.448529,0.434175),(0.455957,0.390091),(0.464318,0.351511),(0.403368,0.485448),(0.410153,0.410668),(0.417134,0.365058),(0.426196,0.330139),(0.371176,0.488174),(0.368383,0.415350),(0.372889,0.371134),(0.382335,0.334730),(0.339676,0.508790),(0.314442,0.457360),(0.299766,0.423443),(0.290959,0.388695)","(0.366784,0.675217),(0.419702,0.656306),(0.471904,0.628818),(0.517157,0.616126),(0.554999,0.630453),(0.437492,0.501845),(0.448529,0.434175),(0.455957,0.390091),(0.464318,0.351511),(0.403368,0.485448),(0.410153,0.410668),(0.417134,0.365058),(0.426196,0.330139),(0.371176,0.488174),(0.368383,0.415350),(0.372889,0.371134),(0.382335,0.334730),(0.339676,0.508790),(0.314442,0.457360),(0.299766,0.423443),(0.290959,0.388695)"
135,dwell,S2H_ABS,3,5,"(2,2)",499.998673,75.883122,0,0,18.601126,39.862780,"(0.377121,0.682852),(0.430365,0.664730),(0.482509,0.638199),(0.527519,0.624730),(0.565441,0.634828),(0.446981,0.509187),(0.457038,0.441631),(0.464840,0.397848),(0.473887,0.359268),(0.413182,0.493618),(0.418883,0.419464),(0.426145,0.374415),(0.436150,0.339363),(0.381094,0.497369),(0.377119,0.425257),(0.381780,0.381346),(0.392308,0.345123),(0.349738,0.518783),(0.324047,0.467522),(0.309456,0.433064),(0.301158,0.398204)","(0.377121,0.682852),(0.430365,0.664730),(0.482509,0.638199),(0.527519,0.624730),(0.565441,0.634828),(0.446981,0.509187),(0.457038,0.441631),(0.464840,0.397848),(0.473887,0.359268),(0.413182,0.493618),(0.418883,0.419464),(0.426145,0.374415),(0.436150,0.339363),(0.381094,0.497369),(0.377119,0.425257),(0.381780,0.381346),(0.392308,0.345123),(0.349738,0.518783),(0.324047,0.467522),(0.309456,0.433064),(0.301158,0.398204)"
